slug,name,skill_type,level,root_slug,visibility,content_chars,content_lines,has_embedding,practice_areas
tax-compliance-summaries,Tax Compliance Summaries,form,1,regulatory,public,5415,20,t,"[""Regulatory""]"
taxpayer-correspondence,Taxpayer Correspondence,form,1,regulatory,public,6029,38,t,"[""Regulatory""]"
telecommunications-law-summaries,Telecommunications Law Summaries,form,1,regulatory,public,5383,22,t,"[""Regulatory""]"
regulatory-data-privacy-and-cybersecurity,data privacy and cybersecurity,root,1,regulatory,public,113,2,t,"[""Regulatory""]"
regulatory-employment-and-consulting,employment and consulting,root,1,regulatory,public,108,2,t,"[""Regulatory""]"
regulatory-energy-law,energy law,root,1,regulatory,public,93,2,t,"[""Regulatory""]"
regulatory-environmental-law,environmental law,root,1,regulatory,public,100,2,t,"[""Regulatory""]"
regulatory-fda-and-food-drug-law,fda and food drug law,root,1,regulatory,public,104,2,t,"[""Regulatory""]"
regulatory-financial-services,financial services,root,1,regulatory,public,101,2,t,"[""Regulatory""]"
regulatory-government-contracts,government contracts,root,1,regulatory,public,103,2,t,"[""Regulatory""]"
regulatory-healthcare-law,healthcare law,root,1,regulatory,public,97,2,t,"[""Regulatory""]"
regulatory-intellectual-property-licensing,intellectual property licensing,root,1,regulatory,public,114,2,t,"[""Regulatory""]"
regulatory-international-trade-and-customs,international trade and customs,root,1,regulatory,public,114,2,t,"[""Regulatory""]"
regulatory-non-profit-organizations,non profit organizations,root,1,regulatory,public,107,2,t,"[""Regulatory""]"
regulatory-securities-and-capital-markets,securities and capital markets,root,1,regulatory,public,113,2,t,"[""Regulatory""]"
draft-adverse-event-reporting-policy,Adverse Event Reporting Policy,form,2,regulatory,public,57580,174,t,"[""Regulatory""]"
regulatory-anti-money-laundering-aml-compliance-program,Anti-Money Laundering (AML) Compliance Program,form,2,regulatory,public,35899,116,t,"[""Regulatory""]"
antitrust-investigation-summaries,Antitrust Investigation Summaries,form,2,regulatory,public,7552,36,t,"[""Regulatory""]"
asbestos-abatement-plan,Asbestos Abatement Plan,form,2,regulatory,public,43946,122,t,"[""Regulatory""]"
bank-secrecy-act-bsa-risk-assessment,Bank Secrecy Act (BSA) Risk Assessment,form,2,regulatory,public,10499,20,t,"[""Regulatory""]"
bill-of-lading-drafting,Bill of Lading,form,2,regulatory,public,6990,28,t,"[""Regulatory""]"
binding-ruling-request-to-cbp,Binding Ruling Request to CBP,form,2,regulatory,public,17039,70,t,"[""Regulatory""]"
bring-your-own-device-byod-policy,Bring Your Own Device (BYOD) Policy,form,2,regulatory,public,6131,22,t,"[""Regulatory""]"
broker-dealer-customer-agreement,Broker-Dealer Customer Agreement,form,2,regulatory,public,84678,216,t,"[""Regulatory""]"
draft-brownfields-agreement,Brownfields Agreement,form,2,regulatory,public,17526,76,t,"[""Regulatory""]"
business-associate-agreement-hipaa-baa-draft,Business Associate Agreement (BAA) - HIPAA,form,2,regulatory,public,42564,140,t,"[""Regulatory""]"
c-tpat-security-profile-draft,C-TPAT Security Profile,form,2,regulatory,public,36541,136,t,"[""Regulatory""]"
california-consumer-privacy-act-ccpa-policy,California Consumer Privacy Act (CCPA) Policy,form,2,regulatory,public,13048,50,t,"[""Regulatory""]"
certified-claim-contract-disputes-act,Certified Claim under Contracts Disputes Act,form,2,regulatory,public,19389,70,t,"[""Regulatory""]"
charitable-organization-compliance-summaries,Charitable Organization Compliance Summaries,form,2,regulatory,public,7534,36,t,"[""Corporate"", ""Regulatory""]"
healthcare-chart-audit-protocol,Chart Audit Protocol,form,2,regulatory,public,10267,32,t,"[""Regulatory""]"
climate-change-legislation-summaries,Climate Change Legislation Summaries,form,2,regulatory,public,4749,18,t,"[""Regulatory""]"
clinical-trial-agreement-drafting,Clinical Trial Agreement,form,2,regulatory,public,54246,198,t,"[""Regulatory""]"
commercial-invoice-for-export,Commercial Invoice for Export,form,2,regulatory,public,24279,52,t,"[""Regulatory""]"
consent-decree-with-epa,Consent Decree with EPA,form,2,regulatory,public,26845,96,t,"[""Litigation"", ""Regulatory""]"
regulatory-conservation-easement-drafting,Conservation Easement,form,2,regulatory,public,12703,60,t,"[""Regulatory""]"
consumer-loan-agreement-tila-compliant,Consumer Loan Agreement (TILA Compliant),form,2,regulatory,public,20285,92,t,"[""Regulatory"", ""Transactional""]"
cookie-consent-banner-and-policy,Cookie Consent Banner and Policy,form,2,regulatory,public,10955,28,t,"[""Regulatory""]"
corporate-practice-of-medicine-compliance-structure,Corporate Practice of Medicine Compliance Structure,form,2,regulatory,public,11940,50,t,"[""Corporate"", ""Regulatory""]"
corrective-action-plan-deficiencies-healthcare,Corrective Action Plan for Deficiencies,form,2,regulatory,public,26822,110,t,"[""Regulatory""]"
cultural-heritage-protection-summaries,Cultural Heritage Protection Summaries,form,2,regulatory,public,3972,16,t,"[""Regulatory""]"
customer-identification-program-cip-policy-drafting,Customer Identification Program (CIP) Policy,form,2,regulatory,public,31231,110,t,"[""Regulatory""]"
customs-power-of-attorney,Customs Power of Attorney,form,2,regulatory,public,17523,76,t,"[""Regulatory""]"
cyber-law-compliance-summaries,Cyber Law Compliance Summaries,form,2,regulatory,public,5726,32,t,"[""Regulatory""]"
cybersecurity-breach-summaries,Cybersecurity Breach Summaries,form,2,regulatory,public,6082,20,t,"[""Regulatory""]"
data-breach-notification-letter-to-consumers,Data Breach Notification Letter to Consumers,form,2,regulatory,public,8356,56,t,"[""Regulatory""]"
data-processing-addendum-gdpr-draft,Data Processing Addendum (DPA) - GDPR,form,2,regulatory,public,25308,90,t,"[""Regulatory""]"
data-retention-and-destruction-policy,Data Retention and Destruction Policy,form,2,regulatory,public,26154,84,t,"[""Regulatory""]"
data-subject-access-request-dsar-form,Data Subject Access Request (DSAR) Form,form,2,regulatory,public,8668,14,t,"[""Regulatory""]"
depository-account-agreement,Depository Account Agreement,form,2,regulatory,public,27311,76,t,"[""Regulatory""]"
digital-media-law-summaries,Digital Media Law Summaries,form,2,regulatory,public,6802,22,t,"[""Regulatory""]"
draft-employee-confidentiality-security-agreement,Employee Confidentiality and Security Agreement,form,2,regulatory,public,52840,138,t,"[""Regulatory""]"
energy-regulation-summaries,Energy Regulation Summaries,form,2,regulatory,public,5059,20,t,"[""Regulatory""]"
regulatory-epc-contract-drafting,"Engineering, Procurement, and Construction (EPC) Contract",form,2,regulatory,public,50309,182,t,"[""Regulatory""]"
environmental-covenant-and-easement,Environmental Covenant and Easement,form,2,regulatory,public,10590,34,t,"[""Regulatory""]"
environmental-impact-report-summaries,Environmental Impact Report Summaries,form,2,regulatory,public,5793,26,t,"[""Litigation"", ""Regulatory""]"
environmental-impact-statement-eis,Environmental Impact Statement (EIS),form,2,regulatory,public,13843,68,t,"[""Regulatory""]"
environmental-indemnity-agreement-transactional,Environmental Indemnity Agreement (Transactional),form,2,regulatory,public,6019,24,t,"[""Regulatory"", ""Transactional""]"
environmental-regulation-summaries,Environmental Regulation Summaries,form,2,regulatory,public,5445,18,t,"[""Regulatory""]"
escheatment-unclaimed-property-policy,Escheatment and Unclaimed Property Policy,form,2,regulatory,public,28734,102,t,"[""Regulatory""]"
fda-establishment-registration-and-device-listing,Establishment Registration and Device Listing,form,2,regulatory,public,5370,26,t,"[""Regulatory""]"
export-compliance-program-ecp-manual,Export Compliance Program (ECP) Manual,form,2,regulatory,public,36762,116,t,"[""Regulatory""]"
draft-exporter-of-record-eor-agreement,Exporter of Record (EOR) Agreement,form,2,regulatory,public,26596,82,t,"[""Regulatory""]"
ferc-market-based-rate-tariff,FERC Market-Based Rate Tariff,form,2,regulatory,public,15701,46,t,"[""Regulatory""]"
finra-rule-4512-customer-account-information,FINRA Rule 4512 Customer Account Information,form,2,regulatory,public,21604,78,t,"[""Regulatory""]"
farmout-agreement-drafting,Farmout Agreement,form,2,regulatory,public,27470,90,t,"[""Regulatory"", ""Transactional""]"
fintech-regulatory-summaries,Fintech Regulatory Summaries,form,2,regulatory,public,5991,42,t,"[""Regulatory""]"
food-facility-registration,Food Facility Registration,form,2,regulatory,public,4525,28,t,"[""Regulatory""]"
draft-fcpa-compliance-policy,Foreign Corrupt Practices Act (FCPA) Policy,form,2,regulatory,public,34645,134,t,"[""Regulatory""]"
form-adv-parts-1-and-2,Form ADV Parts 1 and 2,form,2,regulatory,public,10587,72,t,"[""Regulatory""]"
gsa-schedule-contract-drafting,GSA Schedule Contract,form,2,regulatory,public,28305,104,t,"[""Regulatory""]"
draft-gas-gathering-agreement,Gas Gathering Agreement,form,2,regulatory,public,14234,84,t,"[""Regulatory"", ""Transactional""]"
draft-gmp-standard-operating-procedures,Good Manufacturing Practices (GMP) SOPs,form,2,regulatory,public,18315,60,t,"[""Regulatory""]"
government-contract-proposal-rfp-response,Government Contract Proposal (RFP Response),form,2,regulatory,public,39061,156,t,"[""Regulatory""]"
gramm-leach-bliley-act-glba-privacy-notice,Gramm-Leach-Bliley Act (GLBA) Privacy Notice,form,2,regulatory,public,23946,80,t,"[""Regulatory""]"
haccp-plan-food-safety,HACCP Plan for Food Safety,form,2,regulatory,public,8426,32,t,"[""Regulatory""]"
hazardous-waste-manifest,Hazardous Waste Manifest,form,2,regulatory,public,6529,30,t,"[""Regulatory""]"
healthcare-compliance-summaries,Healthcare Compliance Summaries,form,2,regulatory,public,6439,18,t,"[""Regulatory""]"
draft-healthcare-power-of-attorney,Healthcare Power of Attorney,form,2,regulatory,public,5477,32,t,"[""Regulatory""]"
historic-preservation-law-summaries,Historic Preservation Law Summaries,form,2,regulatory,public,5177,20,t,"[""Regulatory""]"
human-resources-policy-summaries,Human Resources Policy Summaries,form,2,regulatory,public,4397,16,t,"[""Regulatory""]"
itar-compliance-technology-control-plan,ITAR Compliance Technology Control Plan (TCP),form,2,regulatory,public,25938,84,t,"[""Regulatory""]"
draft-import-compliance-manual,Import Compliance Manual,form,2,regulatory,public,32282,98,t,"[""Regulatory""]"
incident-response-plan-playbook,Incident Response Plan and Playbook,form,2,regulatory,public,26231,44,t,"[""Regulatory""]"
incident-to-billing-policy,Incident-To Billing Policy,form,2,regulatory,public,20021,88,t,"[""Regulatory""]"
draft-information-security-policy,Information Security Policy,form,2,regulatory,public,29180,112,t,"[""Regulatory""]"
information-security-program-nydfs,Information Security Program (NYDFS),form,2,regulatory,public,43669,156,t,"[""Regulatory""]"
regulatory-healthcare-informed-consent-form-draft,Informed Consent Form,form,2,regulatory,public,14557,48,t,"[""Regulatory""]"
draft-informed-consent-form-clinical-trial,Informed Consent Form for Clinical Trial,form,2,regulatory,public,12441,50,t,"[""Regulatory""]"
insider-trading-policy-financial-firm,Insider Trading Policy (Financial Firm),form,2,regulatory,public,40024,110,t,"[""Regulatory""]"
interconnection-agreement-draft,Interconnection Agreement,form,2,regulatory,public,37358,128,t,"[""Regulatory""]"
international-distribution-agreement,International Distribution Agreement,form,2,regulatory,public,36472,116,t,"[""Regulatory"", ""Transactional""]"
international-trade-law-summaries,International Trade Law Summaries,form,2,regulatory,public,4257,16,t,"[""Regulatory""]"
investigational-new-drug-ind-application,Investigational New Drug (IND) Application,form,2,regulatory,public,6142,32,t,"[""Regulatory""]"
investigator-agreement-clinical-trial,Investigator Agreement (Clinical Trial),form,2,regulatory,public,60465,160,t,"[""Regulatory""]"
draft-investment-advisory-agreement,Investment Advisory Agreement,form,2,regulatory,public,18207,78,t,"[""Regulatory"", ""Transactional""]"
draft-joint-operating-agreement-joa,Joint Operating Agreement (JOA),form,2,regulatory,public,51625,172,t,"[""Regulatory""]"
labeling-compliance-review,Labeling Compliance Review,form,2,regulatory,public,6710,28,t,"[""Regulatory""]"
labor-law-violation-summaries,Labor Law Violation Summaries,form,2,regulatory,public,6211,40,t,"[""Regulatory""]"
legislative-bill-summaries,Legislative Summaries,form,2,regulatory,public,4569,22,t,"[""Regulatory""]"
managed-care-contract,Managed Care Contract,form,2,regulatory,public,69993,186,t,"[""Regulatory""]"
master-service-agreement-msa-oilfield,Master Service Agreement (MSA) - Oilfield,form,2,regulatory,public,56738,164,t,"[""Regulatory"", ""Transactional""]"
material-transfer-agreement-biological,Material Transfer Agreement (Biological),form,2,regulatory,public,39988,148,t,"[""Regulatory"", ""Transactional""]"
medical-device-510k-premarket-notification,Medical Device 510(k) Premarket Notification,form,2,regulatory,public,26073,116,t,"[""Regulatory""]"
medical-director-agreement,Medical Director Agreement,form,2,regulatory,public,34312,140,t,"[""Regulatory""]"
mining-and-land-use-summaries,Mining and Land Use Summaries,form,2,regulatory,public,6879,38,t,"[""Regulatory""]"
nafta-usmca-certificate-of-origin,NAFTA/USMCA Certificate of Origin,form,2,regulatory,public,15419,48,t,"[""Regulatory""]"
npdes-permit-application,NPDES Permit Application,form,2,regulatory,public,30858,100,t,"[""Regulatory""]"
new-drug-application-nda,New Drug Application (NDA),form,2,regulatory,public,27478,100,t,"[""Regulatory""]"
non-disclosure-agreement-government-data,Non-Disclosure Agreement (Government Data),form,2,regulatory,public,11500,42,t,"[""Regulatory""]"
notice-of-intent-to-protest-award,Notice of Intent to Protest Award,form,2,regulatory,public,15007,68,t,"[""Regulatory""]"
notice-of-privacy-practices-hipaa,Notice of Privacy Practices (HIPAA),form,2,regulatory,public,8455,30,t,"[""Regulatory""]"
notice-of-violation-response,Notice of Violation Response,form,2,regulatory,public,8834,60,t,"[""Regulatory""]"
draft-novation-agreement,Novation Agreement,form,2,regulatory,public,23449,90,t,"[""Regulatory"", ""Transactional""]"
oil-and-gas-lease-drafting,Oil and Gas Lease,form,2,regulatory,public,16682,88,t,"[""Regulatory"", ""Transactional""]"
operations-and-maintenance-om-agreement-draft,Operations and Maintenance (O&M) Agreement,form,2,regulatory,public,19183,76,t,"[""Regulatory"", ""Transactional""]"
organizational-conflict-of-interest-oci-mitigation-plan,Organizational Conflict of Interest (OCI) Mitigation Plan,form,2,regulatory,public,23092,80,t,"[""Regulatory""]"
past-performance-questionnaire,Past Performance Questionnaire,form,2,regulatory,public,5482,30,t,"[""Regulatory""]"
pharmaceutical-regulation-summaries,Pharmaceutical Regulation Summaries,form,2,regulatory,public,5060,14,t,"[""Regulatory""]"
phase-i-environmental-site-assessment-report,Phase I Environmental Site Assessment Report,form,2,regulatory,public,23189,141,t,"[""Regulatory"", ""Transactional""]"
physician-employment-agreement,Physician Employment Agreement,form,2,regulatory,public,14996,70,t,"[""Regulatory"", ""Transactional""]"
pipeline-easement-agreement,Pipeline Easement Agreement,form,2,regulatory,public,11849,115,t,"[""Regulatory""]"
draft-power-purchase-agreement-ppa,Power Purchase Agreement (PPA),form,2,regulatory,public,10716,44,t,"[""Regulatory""]"
privacy-law-updates-summary,Privacy Law Updates,form,2,regulatory,public,4520,18,t,"[""Regulatory""]"
professional-services-agreement-healthcare,Professional Services Agreement (Healthcare),form,2,regulatory,public,17556,94,t,"[""Regulatory""]"
promotional-materials-review-policy-drafting,Promotional Materials Review Policy,form,2,regulatory,public,27871,112,t,"[""Regulatory""]"
protest-of-customs-decision-form-19,Protest of Customs Decision (Form 19),form,2,regulatory,public,13906,42,t,"[""Regulatory""]"
public-health-law-summaries,Public Health Law Summaries,form,2,regulatory,public,4270,18,t,"[""Regulatory""]"
public-policy-briefs,Public Policy Briefs,form,2,regulatory,public,5556,38,t,"[""Regulatory""]"
quality-agreement-contract-manufacturing,Quality Agreement for Contract Manufacturing,form,2,regulatory,public,25075,86,t,"[""Regulatory""]"
recall-plan-and-procedure,Recall Plan and Procedure,form,2,regulatory,public,25586,60,t,"[""Regulatory""]"
regulatory-submission-summaries,Regulatory Submission Summaries,form,2,regulatory,public,6281,26,t,"[""Regulatory""]"
renewable-energy-credit-rec-purchase-agreement,Renewable Energy Credit (REC) Purchase Agreement,form,2,regulatory,public,41565,174,t,"[""Regulatory""]"
renewable-energy-regulation-summaries,Renewable Energy Regulation Summaries,form,2,regulatory,public,6375,36,t,"[""Regulatory""]"
representations-and-certifications-sam-gov,Representations and Certifications (SAM.gov),form,2,regulatory,public,7416,30,t,"[""Regulatory""]"
draft-request-for-equitable-adjustment-rea,Request for Equitable Adjustment (REA),form,2,regulatory,public,9695,60,t,"[""Regulatory""]"
draft-royalty-deed-energy-law,Royalty Deed,form,2,regulatory,public,7036,32,t,"[""Regulatory""]"
securities-regulation-summaries,Securities Regulation Summaries,form,2,regulatory,public,6412,36,t,"[""Regulatory""]"
security-clearance-dd-form-254,Security Clearance (DD Form 254),form,2,regulatory,public,12727,52,t,"[""Regulatory""]"
draft-shippers-letter-of-instruction-sli,Shipper's Letter of Instruction (SLI),form,2,regulatory,public,14119,52,t,"[""Regulatory""]"
small-business-subcontracting-plan,Small Business Subcontracting Plan,form,2,regulatory,public,7561,36,t,"[""Regulatory""]"
draft-solar-site-lease-agreement,Solar Site Lease Agreement,form,2,regulatory,public,9746,38,t,"[""Regulatory"", ""Transactional""]"
space-law-case-summaries,Space Law Case Summaries,form,2,regulatory,public,6260,22,t,"[""Regulatory""]"
spill-prevention-control-countermeasure-spcc-plan,"Spill Prevention, Control, and Countermeasure (SPCC) Plan",form,2,regulatory,public,9200,42,t,"[""Regulatory""]"
stark-law-anti-kickback-statute-compliance-plan,Stark Law and Anti-Kickback Statute Compliance Plan,form,2,regulatory,public,34045,100,t,"[""Regulatory""]"
stormwater-pollution-prevention-plan-swppp,Stormwater Pollution Prevention Plan (SWPPP),form,2,regulatory,public,4463,12,t,"[""Regulatory""]"
subcontract-agreement-far-compliant,Subcontract Agreement (FAR Compliant),form,2,regulatory,public,41123,146,t,"[""Regulatory""]"
suitability-best-interest-policy-reg-bi,Suitability and Best Interest Policy (Reg BI),form,2,regulatory,public,23625,62,t,"[""Regulatory""]"
regulatory-suspicious-activity-report-sar-filing,Suspicious Activity Report (SAR) Filing,form,2,regulatory,public,21798,38,t,"[""Regulatory""]"
tabletop-exercise-script-for-ir-plan,Tabletop Exercise Script for IR Plan,form,2,regulatory,public,17102,52,t,"[""Regulatory""]"
teaming-agreement-drafting,Teaming Agreement,form,2,regulatory,public,22741,88,t,"[""Regulatory""]"
telemedicine-consent-and-policy,Telemedicine Consent and Policy,form,2,regulatory,public,14789,48,t,"[""Regulatory""]"
termination-for-convenience-settlement-proposal,Termination for Convenience Settlement Proposal,form,2,regulatory,public,8822,36,t,"[""Regulatory""]"
draft-terms-of-service-agreement,Terms of Service Agreement,form,2,regulatory,public,23027,108,t,"[""Regulatory""]"
toxic-release-inventory-form-r-report,Toxic Release Inventory (Form R) Report,form,2,regulatory,public,27144,100,t,"[""Regulatory""]"
urban-planning-law-summaries,Urban Planning Law Summaries,form,2,regulatory,public,5042,20,t,"[""Regulatory""]"
vendor-security-assessment-questionnaire,Vendor Security Assessment Questionnaire,form,2,regulatory,public,27579,114,t,"[""Regulatory""]"
voluntary-self-disclosure-bis-ddtc,Voluntary Self-Disclosure to BIS or DDTC,form,2,regulatory,public,27034,94,t,"[""Regulatory""]"
water-rights-dispute-summaries,Water Rights Dispute Summaries,form,2,regulatory,public,6468,38,t,"[""Regulatory""]"
website-privacy-policy-draft,Website Privacy Policy,form,2,regulatory,public,29303,102,t,"[""Regulatory""]"
wetlands-delineation-report,Wetlands Delineation Report,form,2,regulatory,public,38103,134,t,"[""Regulatory""]"
wind-energy-land-lease-and-easement-agreement,Wind Energy Land Lease and Easement Agreement,form,2,regulatory,public,31300,104,t,"[""Regulatory"", ""Transactional""]"
draft-written-information-security-program-wisp,Written Information Security Program (WISP),form,2,regulatory,public,8420,42,t,"[""Regulatory""]"
regulatory-antitrust-internal-investigation-summary,Antitrust Internal Investigation Summary,user,0,regulatory-antitrust-internal-investigation-summary,public,43545,214,f,"[""Regulatory""]"
state-charity-filing-threshold-research,State Charity Filing Threshold Research,root,0,state-charity-filing-threshold-research,public,21035,389,f,
state-merit-review-analysis,State Merit Review Analysis,root,0,state-merit-review-analysis,public,34727,152,f,
tone-aggressive,Aggressive Advocacy Tone,reference,0,tone-aggressive,public,905,27,t,
tone-client-friendly,Client-Friendly Communication,reference,0,tone-client-friendly,public,833,27,t,
tone-diplomatic,Diplomatic Professional Tone,reference,0,tone-diplomatic,public,860,28,t,
transactional,Transactional Practice,root,0,transactional,public,606,22,t,"[""Transactional""]"
contract-summarization,Contract Summarization,form,1,transactional,public,4534,32,t,"[""Transactional""]"
contract-analysis,Contract analysis,form,1,transactional,public,4336,28,t,"[""Transactional""]"
legal-opinion-summaries,Legal Opinion Summaries,form,1,transactional,public,6086,38,t,"[""Transactional""]"
negotiation-support,Negotiation Support,form,1,transactional,public,7298,38,t,"[""Litigation"", ""Transactional""]"
summarize-files,Summarize files,form,1,transactional,public,5240,36,t,"[""Litigation"", ""Transactional""]"
transactional-asset-purchase,asset purchase,root,1,transactional,public,100,2,t,"[""Transactional""]"
transactional-commercial-leasing,commercial leasing,root,1,transactional,public,104,2,t,"[""Transactional""]"
transactional-commercial-real-estate,commercial real estate,root,1,transactional,public,108,2,t,"[""Transactional""]"
transactional-corporate-governance,corporate governance,root,1,transactional,public,106,2,t,"[""Transactional""]"
transactional-employment-and-consulting,employment and consulting,root,1,transactional,public,111,2,t,"[""Transactional""]"
transactional-estate-planning,estate planning,root,1,transactional,public,101,2,t,"[""Transactional""]"
transactional-franchise-agreements,franchise agreements,root,1,transactional,public,106,2,t,"[""Transactional""]"
transactional-intellectual-property-licensing,intellectual property licensing,root,1,transactional,public,117,2,t,"[""Transactional""]"
transactional-loan-and-financing,loan and financing,root,1,transactional,public,104,2,t,"[""Transactional""]"
transactional-mergers-and-acquisitions,mergers and acquisitions,root,1,transactional,public,110,2,t,"[""Transactional""]"
transactional-residential-real-estate,residential real estate,root,1,transactional,public,109,2,t,"[""Transactional""]"
draft-api-license-agreement,API License Agreement,form,2,transactional,public,45093,504,t,"[""Transactional""]"
access-and-indemnity-agreement-due-diligence,Access and Indemnity Agreement (Due Diligence),form,2,transactional,public,46883,226,t,"[""Transactional""]"
draft-advance-health-care-directive,Advance Health Care Directive,form,2,transactional,public,37094,225,t,"[""Transactional""]"
transactional-franchise-advertising-fund-contribution-agreement-draft,Advertising Fund Contribution Agreement,form,2,transactional,public,13738,76,t,"[""Transactional""]"
transactional-employment-arbitration-agreement-draft,Arbitration Agreement (Employment),form,2,transactional,public,31353,142,t,"[""Transactional""]"
transactional-franchise-area-development-agreement-draft,Area Development Agreement,form,2,transactional,public,25061,90,t,"[""Transactional""]"
asset-liability-summaries,Asset & Liability Summaries,form,2,transactional,public,3646,14,t,"[""Litigation"", ""Transactional""]"
draft-asset-purchase-agreement-apa,Asset Purchase Agreement (APA),form,2,transactional,public,18510,62,t,"[""Transactional""]"
transactional-assignment-and-assumption-agreement,Assignment and Assumption Agreement,form,2,transactional,public,18117,113,t,"[""Transactional""]"
assignment-and-assumption-of-leases,Assignment and Assumption of Leases,form,2,transactional,public,10431,62,t,"[""Transactional""]"
transactional-assignment-of-intellectual-property,Assignment of Intellectual Property,form,2,transactional,public,18094,106,t,"[""Transactional""]"
transactional-assignment-of-license,Assignment of License,form,2,transactional,public,17072,50,t,"[""Transactional""]"
transactional-estate-planning-assignment-of-property-to-trust,Assignment of Property to Trust,form,2,transactional,public,16103,62,t,"[""Transactional""]"
at-will-employment-offer-letter,At-Will Employment Offer Letter,form,2,transactional,public,8417,34,t,"[""Transactional""]"
draft-bill-of-sale,Bill of Sale,form,2,transactional,public,791,6,t,"[""Transactional""]"
bill-of-sale-personal-property-cre,Bill of Sale for Personal Property (CRE),form,2,transactional,public,15456,72,t,"[""Transactional""]"
biotechnology-patent-summaries,Biotechnology Patent Summaries,form,2,transactional,public,8322,42,t,"[""Litigation"", ""Transactional""]"
draft-build-out-allowance-agreement,Build-Out Allowance Agreement,form,2,transactional,public,8786,50,t,"[""Transactional""]"
bulk-sales-law-compliance-documents,Bulk Sales Law Compliance Documents,form,2,transactional,public,15475,34,t,"[""Transactional""]"
transactional-estate-planning-certificate-of-trust,Certificate of Trust,form,2,transactional,public,8877,46,t,"[""Transactional""]"
change-in-control-agreement,Change in Control Agreement,form,2,transactional,public,40066,124,t,"[""Transactional""]"
charitable-remainder-trust-draft,Charitable Remainder Trust (CRT),form,2,transactional,public,10325,74,t,"[""Transactional""]"
draft-closing-disclosure-cd-residential-real-estate,Closing Disclosure (CD),form,2,transactional,public,45010,751,t,"[""Transactional"", ""Real Estate"", ""Regulatory""]"
transactional-asset-purchase-closing-resolutions,Closing Resolutions of Buyer and Seller,form,2,transactional,public,7019,34,t,"[""Corporate"", ""Transactional""]"
draft-alta-settlement-statement,Closing Statement (ALTA),form,2,transactional,public,7246,42,t,"[""Transactional""]"
cognovit-promissory-note-drafting,Cognovit Promissory Note,form,2,transactional,public,22588,80,t,"[""Transactional""]"
collateral-assignment-of-contracts,Collateral Assignment of Contracts,form,2,transactional,public,10405,42,t,"[""Transactional""]"
draft-commencement-date-memorandum,Commencement Date Memorandum,form,2,transactional,public,7729,36,t,"[""Transactional""]"
commercial-lease-agreement-triple-net,Commercial Lease Agreement (Triple Net),form,2,transactional,public,38036,88,t,"[""Transactional""]"
commercial-lease-summaries,Commercial Lease Summaries,form,2,transactional,public,4466,14,t,"[""Transactional""]"
draft-commercial-promissory-note,Commercial Promissory Note,form,2,transactional,public,15866,66,t,"[""Transactional""]"
draft-commission-plan-agreement,Commission Plan Agreement,form,2,transactional,public,10391,48,t,"[""Transactional""]"
commitment-letter-for-financing,Commitment Letter for Financing,form,2,transactional,public,7153,34,t,"[""Transactional""]"
confidentiality-non-disclosure-agreement-franchise,Confidentiality and Non-Disclosure Agreement (Franchise),form,2,transactional,public,12870,60,t,"[""Transactional""]"
consulting-agreement-with-seller,Consulting Agreement with Seller,form,2,transactional,public,13624,73,t,"[""Transactional""]"
draft-consulting-services-agreement,Consulting Services Agreement,form,2,transactional,public,10791,48,t,"[""Transactional""]"
transactional-residential-real-estate-contingency-removal-form,Contingency Removal Form,form,2,transactional,public,7602,34,t,"[""Transactional""]"
contract-abstracts,Contract Abstracts,form,2,transactional,public,4879,16,t,"[""Corporate"", ""Transactional""]"
copyright-license-agreement-media,Copyright License Agreement (Media),form,2,transactional,public,10103,36,t,"[""Transactional""]"
deed-in-lieu-of-foreclosure-agreement,Deed in Lieu of Foreclosure Agreement,form,2,transactional,public,19317,52,t,"[""Transactional""]"
draft-deed-of-gift,Deed of Gift,form,2,transactional,public,8468,50,t,"[""Transactional""]"
deed-of-trust-security-agreement-drafting,Deed of Trust and Security Agreement,form,2,transactional,public,9877,44,t,"[""Transactional""]"
development-agreement-drafting,Development Agreement,form,2,transactional,public,19942,132,t,"[""Transactional""]"
due-diligence-reports,Due Diligence Reports,form,2,transactional,public,4844,20,t,"[""Corporate"", ""Transactional""]"
due-diligence-summaries,Due Diligence Summaries,form,2,transactional,public,4696,24,t,"[""Corporate"", ""Transactional""]"
transactional-estate-planning-durable-power-of-attorney-finances,Durable Power of Attorney for Finances,form,2,transactional,public,7634,30,t,"[""Transactional""]"
elder-law-summaries,Elder Law Summaries,form,2,transactional,public,4779,18,t,"[""Transactional""]"
employee-handbook-and-acknowledgement,Employee Handbook and Acknowledgement,form,2,transactional,public,8612,50,t,"[""Transactional""]"
draft-employee-retention-agreement,Employee Retention Agreement,form,2,transactional,public,23031,50,t,"[""Transactional""]"
employee-separation-and-release-agreement,Employee Separation and Release Agreement,form,2,transactional,public,11799,46,t,"[""Transactional""]"
employment-agreement-for-executive,Employment Agreement for Executive,form,2,transactional,public,14775,98,t,"[""Transactional""]"
employment-contract-summaries,Employment Contract Summaries,form,2,transactional,public,6660,42,t,"[""Transactional""]"
draft-end-user-license-agreement-eula,End-User License Agreement (EULA),form,2,transactional,public,116289,380,t,"[""Transactional""]"
draft-environmental-indemnity-agreement,Environmental Indemnity Agreement,form,2,transactional,public,9895,34,t,"[""Transactional""]"
